2019-07-05,436,439,434,436,399600000
2019-07-08,433,436,430,431,352900000
2019-07-09,433,438,431,433,423400000
2019-07-10,430,434,426,426,649100000
2019-07-11,428,436,428,434,319900000
2019-07-12,437,441,435,436,409300000
2019-07-16,435,437,432,435,275900000
2019-07-17,435,438,431,431,327000000
2019-07-18,431,432,423,424,547500000
2019-07-19,425,437,425,434,376800000
2019-07-22,432,437,430,435,350400000
2019-07-23,436,440,433,438,247600000
2019-07-24,438,440,435,439,259900000
2019-07-25,445,445,438,441,245500000
2019-07-26,440,443,439,441,277000000
2019-07-29,439,442,436,438,245700000
2019-07-30,435,437,428,429,635600000
2019-07-31,430,434,429,431,376900000
2019-08-01,426,429,416,426,594100000
2019-08-02,415,422,414,421,612200000
2019-08-05,417,419,413,417,537900000
2019-08-06,409,418,407,418,627400000
2019-08-07,414,419,410,419,592600000
2019-08-08,414,416,410,413,459700000
2019-08-09,416,418,411,415,473400000
2019-08-13,410,410,405,406,427800000
2019-08-14,406,414,404,413,430600000
2019-08-15,405,408,402,406,491800000
2019-08-16,407,418,406,416,426400000
2019-08-19,422,422,415,418,367600000
2019-08-20,419,424,418,422,431100000
2019-08-21,419,419,413,415,229900000
2019-08-22,420,420,410,418,367900000
2019-08-23,423,423,415,420,301600000
2019-08-26,409,416,409,415,364900000
2019-08-27,417,423,415,419,785500000
2019-08-28,418,419,413,415,352300000
2019-08-29,418,422,415,418,348400000
2019-08-30,420,428,417,427,430500000
2019-09-02,424,426,420,420,360700000
2019-09-03,420,420,410,414,461900000
2019-09-04,412,417,412,414,556100000
2019-09-05,415,422,412,417,833700000
2019-09-06,416,421,415,420,396500000
2019-09-09,423,429,421,428,435500000
2019-09-10,430,434,429,432,591100000
2019-09-11,436,442,436,440,568300000
2019-09-12,443,445,440,440,487700000
2019-09-13,440,443,437,440,778700000
2019-09-17,440,446,438,444,700100000
2019-09-18,443,445,438,442,524700000
2019-09-19,446,453,444,445,510800000
2019-09-20,447,449,442,445,749400000
2019-09-24,445,451,445,446,305000000
2019-09-25,449,456,446,456,527300000
2019-09-26,458,458,447,449,606400000
2019-09-27,441,442,433,437,613400000
2019-09-30,437,437,432,437,512300000
2019-10-01,442,446,440,444,344600000
2019-10-02,443,448,441,443,330000000
2019-10-03,435,437,431,435,341900000
2019-10-04,432,434,427,434,396600000
2019-10-07,435,436,431,436,305100000
2019-10-08,437,448,437,446,703200000
2019-10-09,441,448,441,446,384500000
2019-10-10,448,448,442,445,525100000
2019-10-11,447,447,438,442,268100000
2019-10-15,447,450,445,447,515500000
2019-10-16,449,451,446,446,435700000
2019-10-17,449,449,439,440,540900000
2019-10-18,440,446,440,442,345300000
2019-10-21,445,448,444,446,285100000
2019-10-23,450,451,444,447,354400000
2019-10-24,448,448,443,446,242100000
2019-10-25,450,451,443,447,361700000
2019-10-28,445,448,443,446,293300000
2019-10-29,448,450,445,446,347900000
2019-10-30,448,449,442,443,652700000
2019-10-31,448,450,445,449,320700000
2019-11-01,448,450,444,447,315800000
2019-11-05,452,458,452,453,426800000
2019-11-06,458,460,455,456,547000000
2019-11-07,464,469,462,466,1024900000
2019-11-08,467,468,460,467,998300000
2019-11-11,463,471,461,465,804800000
2019-11-12,464,472,462,472,689300000
2019-11-13,472,473,462,463,456800000
2019-11-14,463,465,457,461,641100000
2019-11-15,463,464,459,463,422600000
2019-11-18,460,461,456,458,313400000
2019-11-19,458,464,458,462,298200000
2019-11-20,467,474,464,472,814000000
2019-11-21,473,473,464,472,535300000
2019-11-22,475,477,471,472,517200000
2019-11-25,479,479,471,473,440700000
2019-11-26,475,476,470,471,571500000
2019-11-27,470,475,468,473,373500000
2019-11-28,473,473,470,472,194600000
2019-11-29,471,471,466,468,331300000
2019-12-02,467,472,457,464,640200000
2019-12-03,458,463,454,462,505200000
2019-12-04,459,464,457,464,439300000
2019-12-05,467,471,465,470,538700000
2019-12-06,468,469,461,465,467300000
2019-12-09,469,470,467,470,237600000
2019-12-10,467,471,466,471,581500000
2019-12-11,466,468,464,467,398400000
2019-12-12,471,471,466,469,237100000
2019-12-13,480,480,474,478,792600000
2019-12-16,480,480,477,480,414300000
2019-12-17,481,483,477,480,447600000
2019-12-18,483,483,473,476,374000000
2019-12-19,478,480,476,480,366600000
2019-12-20,488,495,484,494,1000400000
2019-12-23,491,493,488,492,485600000
2019-12-24,494,497,490,491,285700000
2019-12-25,496,496,485,486,252200000
2019-12-26,487,492,487,491,245600000
2019-12-27,490,495,490,492,292800000
2019-12-30,489,489,485,485,205700000
2020-01-06,477,479,474,476,390100000
2020-01-07,474,484,474,484,321700000
2020-01-08,475,480,474,479,367800000
2020-01-09,484,488,482,484,270400000
2020-01-10,486,486,479,480,330400000
2020-01-14,481,482,474,476,290000000
2020-01-15,474,476,472,476,292000000
2020-01-16,479,479,472,474,174600000
2020-01-17,474,476,473,474,222000000
2020-01-20,472,475,472,473,118300000
2020-01-21,475,477,473,476,206900000
2020-01-22,480,481,477,479,298300000
2020-01-23,477,481,476,476,360800000
2020-01-24,482,483,478,481,349500000
2020-01-27,477,482,474,476,412900000
2020-01-28,474,476,469,469,469900000
2020-01-29,473,475,470,473,319400000
2020-01-30,473,473,466,466,385200000
2020-01-31,472,474,470,473,245400000
2020-02-03,465,472,463,463,373900000
2020-02-04,464,471,464,468,381400000
2020-02-05,470,472,466,468,735000000
2020-02-06,484,491,474,479,1155500000
2020-02-07,485,488,481,485,471200000
2020-02-10,481,485,477,477,423200000
2020-02-12,474,478,469,474,479400000
2020-02-13,478,478,464,469,500400000
2020-02-14,465,465,455,459,508600000
2020-02-17,458,459,454,456,562100000
2020-02-18,455,460,453,456,278200000
2020-02-19,461,462,456,457,366700000
2020-02-20,471,474,468,469,686400000
2020-02-21,471,486,470,484,722200000
2020-02-25,474,477,464,466,896400000
2020-02-26,490,502,481,500,1724400000
2020-02-27,505,511,483,485,1516800000
2020-02-28,469,472,461,465,1198800000
2020-03-02,461,479,461,474,1178000000
2020-03-03,474,475,451,453,1236100000
2020-03-04,449,457,441,453,850500000
2020-03-05,454,454,444,447,622000000
2020-03-06,441,441,432,437,762800000
2020-03-09,427,428,411,414,976300000
2020-03-10,423,438,407,428,1549300000
2020-03-11,422,427,414,421,1397600000
2020-03-12,407,408,388,391,1564600000
2020-03-13,375,390,362,380,1853900000
2020-03-16,384,392,372,376,1251600000
2020-03-17,365,386,362,382,1320700000
2020-03-18,378,378,356,359,1945800000
2020-03-19,355,365,349,350,1367900000
2020-03-23,345,352,338,349,1927400000
2020-03-24,362,379,360,374,977300000
2020-03-25,390,390,375,389,1023200000
2020-03-26,374,384,366,380,1125900000
2020-03-27,389,401,383,401,1161500000
2020-03-30,385,393,370,393,944800000
2020-03-31,385,395,380,384,731000000
2020-04-01,375,388,365,370,836300000
2020-04-02,362,368,358,358,811500000
2020-04-03,377,382,361,364,1102400000
2020-04-06,362,384,361,380,1175800000
2020-04-07,393,400,387,396,1212100000
2020-04-08,401,402,383,396,865900000
2020-04-09,404,407,398,405,673800000
2020-04-10,404,407,393,406,599200000
2020-04-13,400,402,393,397,559800000
2020-04-14,400,402,393,398,611800000
2020-04-15,395,395,385,386,747100000
2020-04-16,385,393,383,393,468200000
2020-04-17,400,402,393,399,523900000
2020-04-20,393,396,388,393,480900000
2020-04-21,388,388,382,385,414600000
2020-04-22,380,384,374,380,560500000
2020-04-23,378,393,378,392,619900000
2020-04-24,397,400,391,398,619600000
2020-04-27,397,405,396,401,537200000
2020-04-28,409,412,404,408,586600000
2020-04-30,414,418,407,407,883000000
2020-05-01,402,406,394,398,772900000
2020-05-07,390,396,388,396,840000000
2020-05-08,411,412,405,410,839900000
2020-05-11,415,415,408,411,417100000
2020-05-12,410,412,404,408,499300000
2020-05-13,410,416,408,414,530700000
2020-05-14,415,415,402,402,407700000
2020-05-15,412,412,403,408,531400000
2020-05-18,416,416,408,410,437600000
2020-05-19,420,426,416,423,728900000
2020-05-20,431,432,423,424,527500000
2020-05-21,423,435,422,432,514200000
2020-05-22,433,435,422,425,366400000
2020-05-25,433,436,431,435,351300000
2020-05-26,440,446,435,443,490500000
2020-05-27,450,451,442,442,785000000
2020-05-28,448,449,437,444,839400000
2020-05-29,447,448,438,439,999100000
2020-06-01,445,447,435,437,709100000
2020-06-02,442,442,434,438,723400000
2020-06-03,449,449,427,431,1223400000
2020-06-04,445,462,440,452,1905500000
2020-06-05,456,456,440,442,807600000
2020-06-08,445,451,444,449,668600000
2020-06-09,452,461,449,458,799400000
2020-06-10,454,465,454,459,732300000
2020-06-11,457,460,451,452,591900000
2020-06-12,452,460,440,449,1080200000
2020-06-15,446,446,430,430,662200000
2020-06-16,446,455,443,453,732900000
2020-06-17,452,455,447,453,583900000
2020-06-18,451,456,444,454,441400000
2020-06-19,462,463,452,457,639100000
2020-06-22,449,453,443,446,782900000
2020-06-23,451,464,450,458,728500000
2020-06-24,465,466,458,463,623000000
2020-06-25,459,459,441,446,879400000
2020-06-26,438,443,421,424,1163100000
2020-06-29,402,403,386,391,1791400000
2020-06-30,399,405,395,400,1173200000
2020-07-01,408,427,407,409,1628900000
2020-07-02,412,418,409,418,915400000
2020-07-03,424,424,409,409,676400000
2020-07-06,414,422,412,419,442900000
2020-07-07,420,420,412,413,467200000
2020-07-08,416,428,415,415,683500000
2020-07-09,415,422,413,416,431700000
2020-07-10,420,424,416,416,691500000
2020-07-13,423,428,420,423,372900000
2020-07-14,420,422,412,415,504500000
2020-07-15,421,425,417,420,338200000
2020-07-16,423,427,416,419,309500000
2020-07-17,423,425,415,417,334000000
2020-07-20,425,425,417,422,369700000
2020-07-21,426,427,420,422,407000000
2020-07-22,426,426,419,420,414500000
2020-07-27,416,421,411,420,366600000
2020-07-28,420,427,418,419,282200000
2020-07-29,415,417,410,410,490400000
2020-07-30,408,415,403,406,394600000
2020-07-31,397,398,387,388,610000000
2020-08-03,393,398,390,393,473700000
2020-08-04,395,404,393,403,362700000
2020-08-05,403,404,398,399,382200000
2020-08-06,401,402,396,400,333200000
2020-08-07,399,402,395,396,369200000
2020-08-11,396,406,396,406,393200000
2020-08-12,405,410,400,409,517800000
2020-08-13,412,414,404,404,573800000
2020-08-14,402,406,399,399,580100000
2020-08-17,397,402,395,395,442100000
2020-08-18,395,398,392,395,438800000
2020-08-19,394,398,393,397,243700000
2020-08-20,397,403,397,400,366300000
2020-08-21,404,407,400,400,324000000
2020-08-24,401,405,399,399,366000000
2020-08-25,405,410,402,409,518400000
2020-08-26,409,414,408,412,239800000
2020-08-27,413,413,404,406,387200000
2020-08-28,406,414,402,406,441500000
2020-08-31,410,414,405,405,347000000
2020-09-01,405,410,403,407,330000000
2020-09-02,414,421,411,415,835300000
2020-09-03,467,480,450,480,5271200000
2020-09-04,467,488,466,480,1886800000
2020-09-07,471,473,454,461,1115200000
2020-09-08,459,468,455,467,557800000
2020-09-09,457,460,450,455,783200000
2020-09-10,455,458,447,456,916900000
2020-09-11,453,459,449,459,789400000
2020-09-14,457,458,452,456,518300000
2020-09-15,455,456,449,455,482300000
2020-09-16,452,453,447,449,576900000
2020-09-17,448,455,448,455,717600000
2020-09-18,454,456,450,452,821000000
2020-09-23,453,456,447,450,771800000
2020-09-24,456,459,449,454,955500000
2020-09-25,459,469,457,465,911400000
2020-09-28,470,471,460,470,765300000
2020-09-29,455,461,450,456,648300000
2020-09-30,461,463,456,459,600300000
2020-10-02,455,459,445,446,764300000
2020-10-05,446,456,446,449,513600000
2020-10-06,453,456,450,452,398600000
2020-10-07,452,465,450,461,709600000
2020-10-08,464,467,460,460,498200000
2020-10-09,462,463,449,451,673200000
2020-10-12,455,455,449,453,326600000
2020-10-13,456,457,449,452,451900000
2020-10-14,453,456,449,453,351300000
2020-10-15,452,452,445,448,261000000
2020-10-16,448,449,445,447,352700000
2020-10-19,451,457,450,455,459600000
2020-10-20,455,462,454,458,395400000
2020-10-21,460,471,460,466,477600000
2020-10-22,459,460,453,456,426700000
2020-10-23,458,459,454,457,271700000
2020-10-26,456,465,456,456,396400000
2020-10-27,460,463,454,462,424500000
2020-10-28,458,460,454,458,376000000
2020-10-29,454,460,452,454,391300000
2020-10-30,454,454,443,445,552400000
2020-11-02,447,453,442,449,737700000
2020-11-04,452,463,448,458,835800000
2020-11-05,470,489,466,472,1810400000
2020-11-06,472,485,472,478,885700000
2020-11-09,479,481,464,465,1192000000
2020-11-10,472,482,471,481,1107900000
2020-11-11,487,493,481,486,793000000
2020-11-12,478,479,468,474,785800000
2020-11-13,476,484,473,478,707600000
2020-11-16,488,494,486,489,1095500000
2020-11-17,495,495,481,488,709900000
2020-11-18,488,488,477,479,585700000
2020-11-19,476,477,467,475,760200000
2020-11-20,478,493,474,490,1057000000
2020-11-24,496,503,494,497,1011700000
2020-11-25,502,502,489,492,958100000
2020-11-26,489,493,479,484,660000000
2020-11-27,488,489,483,484,905000000
2020-11-30,484,486,472,473,893900000
2020-12-01,489,489,479,487,904100000
2020-12-02,488,493,479,488,783400000
2020-12-03,490,495,485,492,789800000
2020-12-04,495,514,494,513,1228800000
2020-12-07,518,521,497,500,902900000
2020-12-08,500,507,498,501,443100000
2020-12-09,500,506,497,504,452000000
2020-12-10,502,508,501,503,518600000
2020-12-11,507,512,503,509,453000000
2020-12-14,509,516,507,508,498100000
2020-12-15,506,520,505,513,574200000
2020-12-16,515,518,507,510,639300000
2020-12-17,510,514,502,509,782800000
2020-12-18,510,525,507,525,1077400000
2020-12-21,524,525,513,516,392200000
2020-12-22,513,514,503,505,466500000
2020-12-23,510,510,498,501,310000000
2020-12-24,502,506,499,501,314000000
2020-12-25,507,507,501,502,265400000
2020-12-28,502,510,500,503,365000000
2020-12-29,507,516,504,515,437300000
2020-12-30,513,513,505,508,290500000
